id,drain,shotRepeat,multi,weaponAnimation,max,tx,ty,aim,attack,del,sx,sy,bx,by,sg,acceleration,accelerationX,circleSize,sound,trail,shipBlastFilter
177,0,10,1,0,1,0,0,0,192|154|0|0|0|0|141|190,255|255|22|87|160|0|0|48,0|49|-46|82|80|-102|0|0,2|0|-102|0|0|0|0|-65,0|0|14|87|-102|0|0|0,0|-65|0|0|30|87|106|12,65|0|39424|0|0|154|0|51456,1,0,0,10,255,208
178,0,10,1,0,2,0,0,0,192|192|0|198|70|255|1|235,255|255|70|255|141|190|254|254,-1|1|-65|0|0|30|87|-102,2|2|0|0|-65|0|0|14,2|2|0|0|0|0|-115|-66,0|0|22|87|-118|70|-1|48,65|65|39504|0|0|154|0|48896,1,0,0,10,255,208
179,0,10,1,0,1,0,0,0,193|70|255|48|228|139|248|136,255|0|0|128|126|255|3|117,0|-55|-61|-56|4|0|0|-58,4|0|0|0|-58|70|-2|0,0|0|0|48|-28|64|-120|70,0|-128|126|-2|0|117|38|-128,64|30211|50697|64838|50689|6|256|18058,1,0,0,10,255,208
180,0,10,2,0,2,0,0,0,192|192|253|235|212|254|78|253,255|255|254|0|116|9|138|70,-1|1|-102|0|0|0|0|-118,2|2|-120|70|-1|-118|70|-1,-5|5|85|-119|-27|-58|6|0,0|0|-24|0|0|-55|-53|0,65|65|0|36910|0|124|10|12324,1,0,0,10,255,208
181,0,10,2,0,2,0,0,0,192|192|254|255|33|0|46|144,255|255|252|255|37|0|12|48,-2|2|0|0|40|0|12|48,2|2|0|0|45|0|12|48,-10|10|0|0|67|0|12|48,0|0|0|0|72|0|23|-112,65|65|83|12300|664|0|95|12300,1,0,0,10,255,208
182,0,10,1,0,1,0,0,0,20|2|0|0|123|0|76|16,255|0|255|30|38|44|44|87,0|51|-1|29|56|114|122|-128,3|-118|89|-1|28|70|-116|-110,0|-105|-110|100|58|-3|-3|17,0|100|70|38|-1|21|-107|-66,74|32413|10566|22525|32908|35466|12900|5375,1,0,0,10,255,208
183,0,10,2,0,2,0,0,0,193|193|44|44|41|38|255|9,255|255|115|115|56|37|253|38,-1|1|-128|89|89|87|38|-1,4|4|-118|115|89|51|-1|11,-2|2|38|-2|-3|89|115|100,0|0|50|-1|7|58|-105|-87,64|64|65021|9766|8738|2303|40762|29209,1,0,0,10,255,208
184,0,10,3,0,3,0,0,0,20|192|192|0|49|1|12|48,255|255|255|0|54|1|23|144,0|-1|1|0|41|0|23|-112,3|2|2|0|52|0|23|80,0|-5|5|0|61|0|12|48,0|8|8|0|66|0|23|-112,74|65|65|12345|48|0|86|12300,1,0,0,10,255,208
185,0,10,3,0,3,0,0,0,193|193|193|0|101|0|46|144,255|255|255|0|106|0|12|48,0|-1|1|0|113|0|23|80,2|2|2|0|124|0|12|48,0|-5|5|0|-127|0|23|-112,0|8|8|0|-116|0|57|48,64|64|64|12300|120|0|154|20503,1,0,0,10,255,208
186,0,10,5,0,5,0,0,0,20|192|192|192|192|0|12|48,255|255|255|255|255|0|23|80,0|-1|1|-2|2|0|12|48,3|2|2|2|2|0|23|-112,0|-5|5|-10|10|0|57|48,0|8|8|10|10|0|12|48,74|65|65|65|65|20|222|12300,1,0,0,10,255,208
187,0,10,5,0,5,0,0,0,24|192|192|192|192|2|44|44,255|255|255|255|255|253|33|254,0|-1|1|-3|3|78|78|78,3|2|2|2|2|36|42|-3,0|-5|5|-10|10|93|-119|-104,0|8|8|10|10|127|64|44,75|65|65|65|65|40838|47537|50618,1,0,0,10,255,208
188,0,0,1,0,3,0,0,0,1|0|0|207|207|207|221|214,255|255|255|142|127|74|44|42,101|101|101|42|44|-2|-3|44,14|14|14|-42|-41|-39|-39|-33,0|0|0|-84|-84|-107|64|44,4|4|4|42|44|44|44|33,289|293|293|57311|56799|57311|47572|39074,0,0,0,6,255,208
189,0,0,1,0,3,0,0,0,1|1|0|223|223|223|223|207,255|255|255|127|64|54|44|44,101|101|101|66|93|93|49|-3,14|14|14|-33|-33|-33|-33|-33,0|0|0|-55|-71|-88|-112|112,4|4|4|44|66|74|107|107,289|289|293|57309|57311|57311|57311|55775,0,0,0,6,255,208
190,0,0,1,0,1,0,0,0,1|209|223|223|223|223|223|223,255|221|217|209|201|197|162|152,101|74|74|74|93|107|-127|-123,14|-124|121|58|-84|-44|-33|-33,0|-33|-33|-33|-33|-39|-49|-59,4|-94|-114|-122|107|74|74|86,286|33921|31611|14955|55714|57311|57311|57311,0,0,0,6,255,208
191,0,0,1,0,4,0,0,0,1|2|1|0|162|217|221|223,255|255|255|255|223|221|209|197,101|101|101|101|107|107|113|122,14|14|14|14|93|93|93|51,0|0|0|0|-33|-33|-33|-33,4|4|4|4|-71|-94|-114|127,286|287|286|288|23885|13139|38397|56785,0,0,0,6,255,208
192,0,0,1,0,2,0,0,0,1|2|77|77|93|93|66|36,255|255|178|209|212|221|221|221,101|101|-44|-49|-75|-88|-122|113,14|14|77|77|66|77|77|83,0|0|44|-3|-3|-3|113|-78,4|4|-49|-44|-44|-55|-70|-78,286|287|19789|19766|18486|23891|14925|65022,0,0,0,6,255,208
193,0,0,2,0,8,0,0,0,2|2|1|1|0|0|1|1,255|255|255|255|255|255|255|255,101|101|101|101|101|101|101|101,14|14|14|14|14|14|14|14,-6|6|-6|6|-6|6|-6|6,4|4|4|4|4|4|4|4,287|287|286|286|288|288|286|286,0,0,0,6,255,208
194,0,0,1,0,4,0,0,0,2|4|2|0|33|254|0|8,255|255|255|255|77|65|80|89,101|101|101|101|6|84|89|82,14|14|14|14|0|0|0|0,0|0|0|0|73|78|77|65,4|4|4|4|0|0|8|66,290|291|290|292|0|2048|16717|20041,0,0,0,6,255,208
195,0,0,3,0,6,0,0,0,1|1|1|2|0|0|84|21,255|255|255|255|255|255|44|42,101|101|101|101|101|101|36|54,14|14|14|14|14|14|64|44,0|-10|10|0|-10|10|-2|-1,4|4|4|4|4|4|-94|-107,286|289|289|287|293|293|1023|34358,0,0,0,6,255,208
196,0,0,3,0,6,0,0,0,0|2|2|1|1|1|162|180,255|255|255|255|255|255|186|162,101|101|101|101|101|101|42|42,14|14|14|14|14|14|-94|-49,0|-10|10|0|-10|10|-44|-47,4|4|4|4|4|4|42|42,293|287|287|289|286|286|57311|57311,0,0,0,6,255,208
197,0,0,3,0,6,0,0,0,2|1|1|4|0|0|223|223,255|255|255|255|255|255|178|149,101|101|101|101|101|101|44|44,14|14|14|14|14|14|-122|-70,0|-10|10|0|-10|10|-33|-35,4|4|4|4|4|4|54|44,290|289|289|291|293|293|57307|57311,0,0,0,6,255,208
198,0,0,3,0,6,0,0,0,2|2|2|4|1|1|162|207,255|255|255|255|255|255|223|223,101|101|101|101|101|101|113|99,14|14|14|14|14|14|-124|54,0|-10|10|0|-10|10|-33|-33,4|4|4|4|4|4|-71|-94,290|287|287|291|286|286|9260|56761,0,0,0,6,255,208
199,0,9,3,0,3,0,0,0,4|2|1|133|129|123|107|93,255|255|255|221|223|223|223|223,120|120|120|-39|-47|-59|-70|-84,8|8|8|-127|-127|-127|-127|121,0|0|0|77|44|36|93|-49,-14|0|14|-33|-33|-33|-35|-44,97|116|135|27519|27499|23910|23901|19795,1,0,0,14,255,208
200,0,8,4,0,4,0,0,0,4|2|2|1|83|83|77|74,255|255|255|255|49|33|253|51,120|120|120|120|-35|-35|-39|-44,9|9|8|8|127|107|74|66,0|0|0|0|93|93|93|77,-14|0|0|14|113|-84|-75|-55,97|116|116|135|17003|16950|21325|23891,1,0,0,14,255,208
201,0,8,5,0,5,0,0,0,4|2|2|2|1|66|81|93,255|255|255|255|255|67|254|255,120|120|120|120|120|-104|-107|-112,9|9|8|7|7|77|83|93,0|0|0|0|0|38|-2|-1,-14|0|0|0|14|-122|113|113,97|116|116|116|135|65534|11271|23877,1,0,0,14,255,208
202,0,7,6,0,6,0,0,0,4|2|2|2|2|1|44|38,255|255|255|255|255|255|0|0,120|120|120|120|120|120|77|65,9|9|8|7|6|6|7|84,0|0|0|0|0|0|0|0,-14|0|0|0|0|14|73|78,97|116|116|116|116|135|21057|12865,1,0,0,14,255,208
203,0,7,8,0,8,0,0,0,4|2|2|2|2|2|2|1,255|255|255|255|255|255|255|255,120|120|120|120|120|120|120|120,9|9|8|7|6|5|4|4,0|0|0|0|0|0|0|0,-14|0|0|0|0|0|0|14,97|116|116|116|116|116|116|135,1,0,0,14,255,208
204,0,7,8,0,8,0,0,0,4|2|2|1|4|2|2|1,255|255|255|255|255|255|255|255,-1|-1|-1|-1|1|1|1|1,14|14|13|13|14|14|13|13,0|0|0|0|0|0|0|0,-14|0|0|14|-14|0|0|14,97|116|116|135|97|116|116|135,1,0,0,14,255,208
205,0,7,8,0,8,0,0,0,4|2|1|4|2|1|4|2,255|255|255|255|255|255|255|255,-3|-3|-3|3|3|3|0|0,14|14|14|14|14|14|14|14,0|0|0|0|0|0|0|0,-14|0|14|-14|0|14|-18|-4,97|116|135|97|116|135|97|135,1,0,0,14,255,208
206,0,6,8,0,8,0,0,0,4|2|1|4|2|1|12|4,255|255|255|255|255|255|255|255,-3|-3|-3|3|3|3|0|0,14|14|14|14|14|14|14|14,0|0|0|0|0|0|0|0,-14|0|14|-14|0|14|-18|-4,97|116|135|97|116|135|101|139,1,0,0,14,255,208
207,0,6,8,0,8,0,0,0,4|2|4|2|12|4|4|2,255|255|255|255|255|255|255|255,-3|-3|3|3|0|0|0|0,14|14|14|14|14|14|13|13,0|0|0|0|0|0|0|0,0|14|0|14|-18|-4|-4|10,97|135|101|139|101|120|120|139,1,0,0,14,255,208
208,0,7,8,0,8,0,0,0,12|4|4|4|4|4|4|2,255|255|255|255|255|255|255|255,120|120|120|120|120|120|120|120,9|9|8|7|6|5|4|4,0|0|0|0|0|0|0|0,-14|0|0|0|0|0|0|14,101|120|120|120|120|120|120|139,1,0,0,14,255,208
209,0,7,8,0,8,0,0,0,12|4|4|2|12|4|4|2,255|255|255|255|255|255|255|255,-1|-1|-1|-1|1|1|1|1,14|14|13|13|14|14|13|13,0|0|0|0|0|0|0|0,-14|0|0|14|-14|0|0|14,101|120|120|139|101|120|120|139,1,0,0,14,255,208
210,0,4,1,0,1,0,0,0,3|254|255|9|38|44|44|44,255|49|49|44|36|38|33|254,0|0|85|-119|-27|-1|118|14,10|118|12|-1|118|10|-1|118,0|-1|118|6|-102|0|0|0,0|-117|70|14|5|12|0|80,227|35596|2630|20544|30463|65288|1654|154,1,0,0,5,255,208
211,0,5,1,0,1,0,0,0,5|19|0|80|255|118|8|255,255|6|154|0|0|0|92|26,0|2|36|44|44|54|44|42,11|42|33|33|-2|-1|5|44,0|112|113|113|121|78|64|44,0|42|42|36|36|33|33|-2,214|38227|44198|41634|31640|13910|10794|9258,1,0,0,5,255,208
212,0,4,1,0,1,0,0,0,3|66|42|42|42|36|36|42,98|42|36|38|254|253|36|152,0|-44|-39|-35|-44|-49|-59|-85,10|-119|87|54|42|36|36|36,0|36|36|42|36|39|-2|-3,0|-55|-44|-35|-35|-33|-35|-47,227|38312|16511|10794|9252|9252|10788|10794,1,0,0,5,255,208
213,0,4,1,0,1,0,0,0,5|44|42|36|36|36|36|42,98|42|42|42|254|127|201|217,0|-33|-33|-33|-33|-35|-49|-59,11|-94|-122|83|54|42|36|36,0|42|42|42|42|44|42|42,0|-107|-49|-33|-33|-33|-33|-33,214|53204|42681|21385|10818|9252|10788|10794,1,0,0,5,255,208
214,0,5,2,0,2,0,0,0,3|3|137|127|78|42|42|36,98|98|42|42|44|44|54|54,0|0|-44|-33|-33|-33|-33|-33,10|10|-35|-39|-55|-84|-107|-122,-6|6|42|36|42|42|42|42,0|0|54|64|49|-94|-49|-33,227|227|57311|56799|51668|41650|27541|10796,1,0,0,5,255,208
215,0,4,2,0,2,0,0,0,5|3|223|223|221|217|203|185,98|98|58|42|42|42|42|42,0|0|54|73|44|-84|-44|-35,11|10|-33|-33|-33|-33|-33|-33,-2|-2|-53|-75|-102|-119|83|42,0|0|42|44|44|44|44|54,214|227|57311|57311|57311|57311|53716|41653,1,0,4,5,255,208
216,0,4,2,0,2,0,0,0,5|5|221|221|221|221|217|212,98|98|162|149|133|99|83|44,0|0|44|44|44|44|44|44,11|9|49|-104|-70|-49|-47|-44,-2|-2|-55|-59|-78|-88|-107|-123,0|0|77|44|44|44|44|44,214|214|65021|19197|44194|50617|47561|45753,1,0,4,5,255,208
217,0,4,3,0,3,0,0,0,5|5|3|67|142|162|172|185,98|98|98|162|152|134|127|93,0|0|0|44|44|44|54|54,9|7|5|-1|4|36|107|-104,-2|-2|-2|-94|-104|-119|-123|111,0|0|0|77|54|54|54|54,214|214|227|39046|38296|34182|21361|21331,1,0,5,5,255,208
218,0,4,4,0,4,0,0,0,5|3|3|3|54|49|36|254,98|98|98|98|44|44|49|44,0|0|-4|4|36|-2|-60|-55,8|6|8|8|2|0|0|-118,-2|-2|-2|-2|-2|-80|1|58,0|0|0|0|-120|70|-1|-21,214|227|227|227|65350|58416|57553|53387,1,0,4,5,255,208
219,0,4,4,0,4,0,0,0,5|3|5|5|139|208|139|70,98|98|98|98|138|70|255|48,0|0|-4|4|52|2|39|44,8|6|8|8|42|42|33|-2,-2|-2|-2|-2|-122|121|121|112,0|0|0|0|44|42|42|36,214|227|214|214|41644|35234|21371|11318,1,0,1,5,255,208
220,0,4,4,0,4,0,0,0,5|3|5|5|66|54|42|42,98|98|98|98|42|42|254|253,0|0|-4|4|-47|-49|-49|-55,1|-1|0|0|93|54|42|42,-2|-2|-2|-2|42|42|42|-2,0|0|0|0|-39|-44|-42|-44,214|227|214|214|10794|10794|10794|10794,1,0,4,5,255,208
221,0,1,1,0,2,0,0,0,1|1|44|42|42|36|42|42,98|98|42|42|42|33|253|127,0|0|-37|-33|-33|-33|-33|-39,20|20|-88|-97|-124|64|44|42,-4|4|42|42|42|42|42|42,0|0|-3|-104|-47|-47|-33|-33,67|67|53201|40881|20105|10806|10794|11306,-1,0,0,20,255,208
222,0,1,1,0,4,0,0,0,1|1|1|1|137|66|54|44,98|98|98|98|44|42|42|44,-1|0|1|0|-44|-33|-33|-33,20|20|20|20|-39|-49|-71|-97,-6|0|6|0|44|44|42|44,0|0|0|0|66|66|44|-94,67|67|67|67|55773|41673|16507|13888,-1,0,0,20,255,208
223,0,1,1,0,4,0,0,0,1|1|1|1|223|221|207|162,98|98|98|98|42|42|44|42,-2|0|2|0|66|74|67|-94,20|20|20|20|-33|-33|-33|-33,-6|0|6|0|121|64|44|42,0|0|0|0|44|77|93|74,67|67|67|67|57311|57311|56799|41681,-1,0,0,20,255,208
224,0,1,1,0,6,0,0,0,1|1|1|1|1|1|223|221,98|98|98|98|98|98|42|44,-1|0|0|1|0|0|44|54,20|20|20|20|20|20|-71|-55,-6|-2|2|6|2|-2|-80|-114,0|0|0|0|0|0|44|44,67|67|67|67|67|67|53193|53204,-1,0,0,20,255,208
225,0,1,1,0,8,0,0,0,1|1|1|1|1|1|1|1,98|98|98|98|98|98|98|98,-2|-1|0|1|2|1|0|-1,20|20|20|20|20|20|20|20,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,67|67|67|67|67|67|67|67,-1,0,0,20,255,208
226,0,1,1,0,8,0,0,0,1|1|1|1|1|1|1|1,98|98|98|98|98|98|98|98,-2|-1|0|1|2|1|0|-1,20|20|20|20|20|20|20|20,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,67|67|67|67|67|67|67|67,-1,0,0,20,255,208
227,0,2,1,0,4,0,0,0,2|2|2|2|59|70|254|117,98|98|98|98|49|210|247|118,-1|0|1|0|10|-125|100|31,20|20|20|20|74|64|44|42,-6|0|6|0|-2|-1|5|44,0|0|0|0|121|78|54|54,70|70|70|70|1279|34397|41624|38554,-1,0,0,20,255,208
228,0,2,1,0,6,0,0,0,2|2|2|2|2|2|159|137,98|98|98|98|98|98|42|42,-1|0|0|1|0|0|-94|-71,20|20|20|20|20|20|-97|-119,-6|-2|2|6|2|-2|42|42,0|0|0|0|0|0|-84|-71,70|70|70|70|70|70|11318|10794,-1,0,0,20,255,208
229,0,2,1,0,8,0,0,0,2|2|2|2|2|2|2|2,98|98|98|98|98|98|98|98,-2|-1|0|1|2|1|0|-1,20|20|20|20|20|20|20|20,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,-1,0,0,20,255,208
230,0,1,1,0,8,0,0,0,2|2|2|2|2|2|2|2,98|98|98|98|98|98|98|98,-2|-1|0|1|2|1|0|-1,20|20|20|20|20|20|20|20,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,-1,0,0,20,255,208
231,0,0,1,0,8,0,0,0,2|2|2|2|2|2|2|2,98|98|98|98|98|98|98|98,-2|-1|0|1|2|1|0|-1,20|20|20|20|20|20|20|20,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,-1,0,0,20,255,208
232,0,5,3,2,3,0,0,0,1|1|1|134|197|217|221|221,255|255|255|185|172|154|134|107,0|0|0|66|86|66|66|66,22|22|22|77|64|36|-3|49,0|0|0|-44|-44|-49|-71|-84,-22|-8|6|78|64|44|44|54,191|191|191|13878|64812|65021|45163|51653,0,0,0,15,255,128
233,0,5,4,2,4,0,0,0,1|1|1|1|254|255|3|83,255|255|255|255|162|144|134|112,0|0|0|0|44|44|44|44,22|22|22|22|44|-2|-1|4,0|0|0|0|-94|-122|107|107,-22|-8|6|20|44|44|44|44,191|191|191|191|36438|34456|28784|16462,0,0,0,15,255,128
234,0,5,6,2,6,0,0,0,1|1|1|1|1|2|64|54,255|255|255|255|255|255|44|44,0|0|0|0|0|0|36|38,22|22|22|22|22|-12|-50|-2,0|0|0|0|0|0|-1|13,-22|-8|6|20|34|0|-74|0,191|191|191|191|191|191|12545|35264,0,0,0,15,255,128
235,0,5,7,2,7,0,0,0,1|1|1|1|1|2|2|254,255|255|255|255|255|255|255|139,0|0|0|0|0|0|0|-48,22|22|22|22|22|-12|-12|-3,0|0|0|0|0|0|0|-64,-22|-8|6|20|34|0|-14|27,191|191|191|191|191|191|191|8180,0,0,0,15,255,128
236,0,5,6,2,6,0,0,0,1|1|1|1|2|2|37|128,255|255|255|255|101|101|16|33,0|0|0|0|-10|10|16|-3,22|22|22|22|10|10|21|-51,0|0|0|0|0|0|-51|27,-22|-8|6|20|0|0|51|-3,191|191|191|191|194|196|6694|52685,0,0,0,15,255,128
237,0,5,8,2,8,0,0,0,1|1|1|1|2|2|2|2,255|255|255|255|101|101|101|101,0|0|0|0|-10|10|-10|10,22|22|22|22|10|10|10|10,0|0|0|0|0|0|12|-12,-22|-8|6|20|0|0|14|14,191|191|191|191|194|196|194|196,0,0,0,15,255,128
238,0,5,6,2,6,0,0,0,3|1|1|1|2|2|38|255,103|103|103|103|101|101|141|126,0|0|0|0|-10|10|-4|22,22|22|22|22|10|10|-102|0,0|0|0|0|0|0|-3|22,-22|-8|6|20|0|0|0|0,210|229|248|267|194|196|154|0,0,0,0,15,255,128
239,0,5,8,2,8,0,0,0,3|1|1|1|2|2|2|2,103|103|103|103|101|101|101|101,0|0|0|0|-10|10|-10|10,22|22|22|22|10|10|10|10,0|0|0|0|0|0|12|-12,-22|-8|6|20|0|0|14|14,210|229|248|267|194|196|194|196,0,0,0,15,255,128
240,0,5,8,2,8,0,0,0,3|1|1|1|2|2|2|2,103|103|103|103|101|101|101|101,0|0|0|0|-7|7|-7|7,22|22|22|22|10|10|10|10,0|0|0|0|0|0|12|-12,-22|-8|6|20|0|0|14|14,210|229|248|267|194|196|194|196,0,0,0,15,255,128
241,0,2,4,2,8,0,0,0,3|1|1|1|3|1|1|1,103|103|103|103|103|103|103|103,0|0|0|0|0|0|0|0,22|22|22|22|22|22|22|22,-8|-8|-8|-8|8|8|8|8,-22|-8|6|20|-22|-8|6|20,210|229|248|267|210|229|248|267,0,0,0,15,255,128
242,0,1,8,2,8,0,0,0,1|1|1|1|1|1|1|1,103|103|103|103|103|103|103|103,0|0|0|0|0|0|0|0,22|22|22|22|22|22|22|22,-8|-8|-8|-8|8|8|8|8,-22|-8|6|20|-22|-8|6|20,210|229|248|267|210|229|248|267,0,0,0,15,255,128
243,0,2,1,9,6,0,0,0,2|2|2|2|2|2|6|203,10|10|10|10|10|10|15|0,-10|10|-10|10|-12|12|0|80,4|-4|-4|4|0|0|80|-24,0|0|0|0|0|0|-115|0,0|0|0|0|0|0|-123|0,172|172|172|172|172|172|51|50080,0,0,0,0,255,112
244,0,2,1,9,8,0,0,0,2|2|2|2|2|2|2|2,10|10|10|10|10|10|10|10,-9|9|-9|9|-10|10|-10|10,6|-6|-6|6|-3|3|3|-3,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,172|172|172|172|172|172|172|172,0,0,0,0,255,112
245,0,1,1,9,6,0,0,0,2|2|2|2|2|2|255|0,10|10|10|10|10|10|116|5,-10|10|-10|10|-12|12|-64|-96,4|-4|-4|4|0|0|90|89,0|0|0|0|0|0|-128|62,0|0|0|0|0|0|81|82,172|172|172|172|172|172|23385|49163,0,0,0,0,255,112
246,0,1,1,9,8,0,0,0,2|2|2|2|2|2|2|2,10|10|10|10|10|10|10|10,-9|9|-9|9|-10|10|-10|10,6|-6|-6|6|-3|3|3|-3,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,172|172|172|172|172|172|172|172,0,0,0,0,255,112
247,0,2,2,9,6,0,0,0,2|2|2|2|2|2|176|145,10|10|10|10|10|10|176|68,-10|10|-10|10|-12|12|-80|0,4|-4|-4|4|0|0|-116|-37,0|0|0|0|0|0|76|-51,0|0|0|0|0|0|65|-2,172|172|172|172|172|172|2048|20480,0,0,0,0,255,112
248,0,2,2,9,8,0,0,0,2|2|2|2|2|2|2|2,10|10|10|10|10|10|10|10,-9|9|-9|9|-10|10|-10|10,6|-6|-6|6|-3|3|3|-3,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,172|172|172|172|172|172|172|172,0,0,0,0,255,112
249,0,1,2,9,6,0,0,0,2|2|2|2|2|2|68|72,10|10|10|10|10|10|132|42,-10|10|-10|10|-12|12|-124|41,4|-4|-4|4|0|0|-124|40,0|0|0|0|0|0|-76|96,0|0|0|0|0|0|56|-75,172|172|172|172|172|172|5746|5700,0,0,0,0,255,112
250,0,1,2,9,8,0,0,0,2|2|2|2|2|2|2|2,10|10|10|10|10|10|10|10,-9|9|-9|9|-10|10|-10|10,6|-6|-6|6|-3|3|3|-3,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,172|172|172|172|172|172|172|172,0,0,0,0,255,112
251,0,2,4,9,8,0,0,0,2|2|2|2|2|2|2|2,10|10|10|10|10|10|10|10,-9|9|-9|9|-10|10|-10|10,6|-6|-6|6|-3|3|3|-3,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,172|172|172|172|172|172|172|172,0,0,0,0,255,112
252,0,3,6,9,6,0,0,0,2|2|2|2|2|2|132|41,10|10|10|10|10|10|132|40,-10|10|-10|10|-12|12|-76|112,4|-4|-4|4|0|0|51|-75,0|0|0|0|0|0|114|4,0|0|0|0|0|0|68|0,172|172|172|172|172|172|8325|8324,0,0,0,0,255,112
253,0,2,8,9,8,0,0,0,2|2|2|2|2|2|2|2,10|10|10|10|10|10|10|10,-9|9|-9|9|-10|10|-10|10,6|-6|-6|6|-3|3|3|-3,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,172|172|172|172|172|172|172|172,0,0,0,0,255,112
254,0,4,1,0,2,0,0,0,1|1|230|246|3|44|188|0,255|255|0|109|0|0|0|8,-10|10|3|110|-68|0|0|0,0|0|1|0|0|16|-26|26,0|0|-68|0|0|0|0|-125,0|0|0|32|-26|105|2|110,39|1|31744|1|32768|54246|42500|188,0,0,0,8,255,208
255,0,6,2,0,2,0,0,0,1|1|0|0|0|0|230|6,255|255|188|0|224|6|0|131,-10|10|0|-64|-26|6|11|0,0|0|-32|6|0|-125|0|0,0|0|108|98|90|84|80|75,0|0|66|64|61|59|57|56,39|1|12080|11309|10795|10281|9767|9253,0,0,0,8,255,208
256,0,6,2,0,2,0,0,0,2|2|24|23|23|22|22|21,255|255|20|20|19|19|18|18,-10|10|17|16|16|15|15|15,0|0|14|13|13|13|12|12,0|0|11|11|10|10|10|9,0|0|9|8|8|8|7|7,40|2|1542|1285|1029|1028|1028|771,0,0,0,8,255,208
257,0,6,5,0,5,0,0,0,1|1|1|1|1|99|99|99,255|255|255|255|255|41|40|39,-9|9|9|-9|0|33|32|31,2|2|-2|-2|-10|27|26|25,-2|2|2|-2|0|22|21|21,0|0|0|0|0|18|18|17,281|282|301|300|77|3598|3341|3085,0,0,0,8,255,208
258,0,6,2,0,2,0,0,0,3|3|8|8|8|8|7|7,255|255|6|6|6|6|6|5,-10|10|5|5|4|4|4|4,0|0|3|3|3|3|2|2,0|0|2|2|1|1|1|1,0|0|1|0|0|0|0|0,41|3|11823|11309|10795|10538|10024|9510,0,0,0,8,255,208
259,0,6,3,0,3,0,0,0,3|3|1|24|23|22|22|21,255|255|255|19|19|19|18|18,-10|10|0|16|16|15|15|15,0|0|-10|13|13|13|12|12,0|0|0|11|11|10|10|10,0|0|0|9|9|9|8|8,41|3|77|1799|1542|1542|1542|1285,0,0,0,8,255,208
260,0,6,4,0,4,0,0,0,2|2|2|2|2|2|2|1,255|255|255|255|0|0|0|0,-9|9|9|-9|92|-34|61|102,2|2|-2|-2|30|-124|26|51,-2|2|2|-2|18|-33|16|119,0|0|0|0|13|96|12|-102,277|278|297|296|55049|28680|4616|48136,0,0,0,8,255,208
261,0,6,6,0,6,0,0,0,2|2|2|2|1|1|4|164,255|255|255|255|255|255|4|222,-9|9|9|-9|-10|10|3|80,2|2|-2|-2|0|0|2|-26,-2|2|2|-2|0|0|2|82,0|0|0|0|0|0|2|-17,277|278|297|296|39|1|32513|29441,0,0,0,8,255,208
262,0,6,6,0,6,0,0,0,2|2|2|2|3|3|0|212,255|255|255|255|255|255|0|186,-9|9|9|-9|-10|10|0|-108,2|2|-2|-2|0|0|0|124,-2|2|2|-2|0|0|0|106,0|0|0|0|0|0|0|93,277|278|297|296|41|3|16640|15872,0,0,0,8,255,208
263,0,6,6,0,6,0,0,0,2|2|2|2|4|4|0|37,255|255|255|255|255|255|0|31,-9|9|9|-9|-10|10|0|27,2|2|-2|-2|0|0|0|23,-2|2|2|-2|0|0|0|0,0|0|0|0|0|0|0|0,277|278|297|296|203|222|0|0,0,0,0,8,255,208
264,0,6,6,0,6,0,0,0,2|2|2|2|5|5|0|0,255|255|255|255|255|255|0|127,-9|9|9|-9|-10|10|0|0,2|2|-2|-2|0|0|0|0,-2|2|2|-2|0|0|0|0,0|0|0|0|0|0|0|0,277|278|297|296|43|5|0|0,0,0,0,8,255,208
265,0,3,1,0,4,0,0,0,1|1|1|1|60|11|6|242,255|255|255|255|6|244|52|242,-9|9|9|-9|52|51|-1|-66,2|2|-2|-2|-128|-58|68|-1,-2|2|2|-2|18|-58|68|-3,0|0|0|0|127|-58|68|2,281|282|301|300|50949|1860|512|17545,0,0,0,8,255,208
266,0,4,2,0,4,0,0,0,1|1|1|1|255|87|80|232,255|255|255|255|30|71|131|255,-9|9|9|-9|-64|94|95|-61,2|2|-2|-2|-100|88|-119|70,-2|2|2|-2|116|1|-6|-118,0|0|0|0|112|-63|-24|7,281|282|301|300|5771|13264|49793|2050,0,0,0,8,255,208
267,0,6,4,0,4,0,0,0,1|1|1|1|12|3|209|239,255|255|255|255|116|1|251|201,-9|9|9|-9|-56|4|0|0,2|2|-2|-2|-4|-87|0|2,-2|2|2|-2|102|5|37|0,0|0|0|0|-118|78|4|-125,281|282|301|300|49793|2050|35567|1366,0,0,0,8,255,208
