id,animation,turret,fireFrequency,xMove,yMove,xAccel,yAccel,xCAccel,yCAccel,startX,startY,startXC,startYC,armor,size,graphic,explosionType,animate,shapeBank,xRev,yRev,deathGraphic,deathLevel,deathAnimation,launchFrequency,launchType,value,enemyDie,shapeBankFile
245,1,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,40,1,1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,27,0,25,0,0,7,15,0,0,0,150,0,newshu.shp
246,1,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,40,1,3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,27,0,25,0,0,9,15,0,0,0,0,0,newshu.shp
247,1,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,40,1,5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,27,0,25,0,0,11,15,0,0,0,0,0,newshu.shp
248,1,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,40,1,39|115|115|117|117|119|119|117|117|115|115|0|0|0|0|0|0|0|0|0,27,0,25,0,0,2,15,11,0,0,0,0,newshu.shp
249,1,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,40,1,41|121|121|123|123|125|125|123|123|121|121|0|0|0|0|0|0|0|0|0,27,0,25,0,0,2,15,11,0,0,0,0,newshu.shp
250,1,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,40,1,43|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,27,0,25,0,0,127,15,0,50,556,0,0,newshu.shp
251,1,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,40,1,79|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,27,0,25,0,0,77,15,0,0,0,0,0,newshu.shp
252,1,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,40,0,19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,27,0,25,0,0,7,15,0,0,0,150,0,newshu.shp
253,1,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,40,1,15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,27,0,25,0,0,9,15,0,0,0,0,0,newshu.shp
254,1,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,40,1,17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,27,0,25,0,0,11,15,0,0,0,0,0,newshu.shp
255,1,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,40,0,38|57|57|76|76|95|95|76|76|57|57|0|0|0|0|0|0|0|0|0,27,0,25,0,0,2,15,11,0,0,0,0,newshu.shp
256,1,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,40,1,53|83|83|85|85|87|87|85|85|83|83|0|0|0|0|0|0|0|0|0,27,0,25,0,0,2,15,11,0,0,0,0,newshu.shp
257,1,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,40,1,55|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,27,0,25,0,0,127,15,0,50,556,0,0,newshu.shp
258,1,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,40,1,79|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,27,0,25,0,0,77,15,0,0,0,0,0,newshu.shp
259,6,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,3,1,45|47|49|51|49|47|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,1,25,0,0,0,0,0,0,0,25,0,newshu.shp
260,1,0|0|0,0|0|0,0,4,0,0,0,0,130,-13,125,0,3,1,43|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
261,1,0|0|0,0|0|0,0,5,0,0,0,0,130,-13,125,0,3,1,43|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
262,1,0|0|0,0|0|0,0,6,0,0,0,0,130,-13,125,0,3,1,43|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
263,1,0|0|0,0|0|0,0,4,0,0,0,0,130,-13,125,0,2,1,85|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
264,1,0|0|0,0|0|0,0,5,0,0,0,0,130,-13,125,0,2,1,85|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
265,1,0|0|0,0|0|0,0,6,0,0,0,0,130,-13,125,0,2,1,85|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
266,1,0|0|0,0|0|0,0,4,0,0,0,0,130,-13,125,0,4,1,123|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
267,1,0|0|0,0|0|0,0,5,0,0,0,0,130,-13,125,0,4,1,123|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
268,1,0|0|0,0|0|0,0,6,0,0,0,0,130,-13,125,0,4,1,123|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
269,20,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,12,1,267|267|269|269|271|271|273|273|271|271|269|269|267|267|267|267|267|267|267|267,5,1,8,0,0,0,0,0,0,0,0,0,newshd.shp
270,6,145|146|0,40|41|0,0,0,0,0,0,0,0,0,0,0,12,1,127|129|131|129|129|127|0|0|0|0|0|0|0|0|0|0|0|0|0|0,5,2,8,0,0,0,0,0,0,0,0,0,newshd.shp
271,5,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,12,1,275|277|279|277|275|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,5,2,8,0,0,0,0,0,40,463,0,0,newshd.shp
272,18,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,12,1,229|229|229|233|233|233|235|235|235|233|233|233|231|231|231|229|229|229|0|0,5,1,23,0,0,0,0,0,0,0,0,0,newshs.shp
273,20,144|0|0,20|0|0,0,0,0,0,0,0,0,0,0,0,12,1,193|195|197|199|201|203|205|207|169|207|205|203|201|199|197|195|193|193|193|193,5,1,8,0,0,0,0,0,0,0,0,0,newshd.shp
274,18,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,12,1,229|229|229|233|233|233|235|235|235|233|233|233|231|231|231|229|229|229|0|0,5,1,23,0,0,0,0,0,0,0,0,0,newshs.shp
275,18,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,12,1,153|153|155|155|153|153|157|157|159|159|157|157|161|161|163|163|161|161|0|0,5,1,23,0,0,0,0,0,0,0,0,0,newshs.shp
276,18,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,12,1,191|191|193|193|191|191|195|195|197|197|195|195|199|199|201|201|199|199|0|0,5,1,23,0,0,0,0,0,0,0,0,0,newshs.shp
277,20,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,12,1,153|155|155|157|157|159|159|161|161|159|159|157|157|155|155|153|153|153|153|153,5,1,23,0,0,0,0,0,0,0,0,0,newshs.shp
278,20,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,12,1,267|269|269|271|271|273|273|275|275|273|273|271|271|269|269|267|267|267|267|267,5,1,23,0,0,0,0,0,0,0,0,0,newshs.shp
279,20,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,12,1,1|3|3|5|5|7|7|9|9|7|7|5|5|3|3|1|1|1|1|1,5,1,23,0,0,0,0,0,0,0,0,0,newshs.shp
280,20,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,12,1,115|117|117|119|119|121|121|123|123|121|121|119|119|117|117|115|115|115|115|115,5,1,23,0,0,0,0,0,0,0,0,0,newshs.shp
281,20,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,12,1,191|193|193|195|195|197|197|199|199|197|197|195|195|193|193|191|191|191|191|191,5,1,23,0,0,0,0,0,0,0,0,0,newshs.shp
282,6,59|0|0,50|0|0,0,2,0,0,0,0,130,-13,125,0,3,1,79|81|83|81|81|79|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6,2,8,0,0,0,0,0,0,0,0,0,newshd.shp
283,1,5|0|0,0|0|0,0,2,0,0,0,0,130,-13,125,0,8,1,115|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
284,1,0|0|0,0|0|0,0,2,0,0,0,0,130,-13,125,0,6,1,121|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6,0,8,0,0,0,0,0,0,0,25,0,newshd.shp
285,8,24|0|0,40|0|0,0,2,0,0,0,0,130,-13,125,0,8,1,157|159|159|161|161|159|159|157|0|0|0|0|0|0|0|0|0|0|0|0,6,2,8,0,0,0,0,0,0,0,250,0,newshd.shp
286,12,0|0|0,0|0|0,0,2,93,0,0,0,130,-13,125,0,8,1,229|231|231|233|233|235|235|233|233|231|231|229|0|0|0|0|0|0|0|0,6,1,8,0,0,0,0,0,0,0,50,0,newshd.shp
287,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,10,1,245|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,27,0,8,0,0,0,0,0,0,0,50,0,newshd.shp
288,20,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,16,1,283|283|283|283|283|283|281|283|283|281|283|283|283|283|283|283|283|283|283|283,27,1,8,0,0,0,0,0,0,0,0,0,newshd.shp
289,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,16,1,39|0|283|283|283|283|281|283|283|281|283|283|283|283|283|283|283|283|283|283,27,0,22,0,0,0,0,0,0,0,50,0,newshr.shp
290,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,16,1,41|0|283|283|283|283|281|283|283|281|283|283|283|283|283|283|283|283|283|283,27,0,22,0,0,0,0,0,0,0,0,0,newshr.shp
291,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,16,1,1|0|283|283|283|283|281|283|283|281|283|283|283|283|283|283|283|283|283|283,27,0,22,0,0,0,0,0,0,0,0,0,newshr.shp
292,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,16,1,3|0|283|283|283|283|281|283|283|281|283|283|283|283|283|283|283|283|283|283,27,0,22,0,0,0,0,0,0,0,0,0,newshr.shp
293,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,81|0|283|283|283|283|281|283|283|281|283|283|283|283|283|283|283|283|283|283,27,0,22,0,0,0,0,0,0,0,100,0,newshr.shp
294,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,83|0|283|283|283|283|281|283|283|281|283|283|283|283|283|283|283|283|283|283,27,0,22,0,0,0,0,0,0,0,0,0,newshr.shp
295,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,85|0|283|283|283|283|281|283|283|281|283|283|283|283|283|283|283|283|283|283,27,0,22,0,0,0,0,0,0,0,0,0,newshr.shp
296,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,43|0|283|283|283|283|281|283|283|281|283|283|283|283|283|283|283|283|283|283,27,0,22,0,0,0,0,0,0,0,0,0,newshr.shp
297,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,45|0|283|283|283|283|281|283|283|281|283|283|283|283|283|283|283|283|283|283,27,0,22,0,0,0,0,0,0,0,0,0,newshr.shp
298,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,47|0|283|283|283|283|281|283|283|281|283|283|283|283|283|283|283|283|283|283,27,0,22,0,0,0,0,0,0,0,0,0,newshr.shp
299,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,5|0|283|283|283|283|281|283|283|281|283|283|283|283|283|283|283|283|283|283,27,0,22,0,0,0,0,0,0,0,0,0,newshr.shp
300,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,7|0|283|283|283|283|281|283|283|281|283|283|283|283|283|283|283|283|283|283,27,0,22,0,0,0,0,0,0,0,0,0,newshr.shp
301,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,9|0|283|283|283|283|281|283|283|281|283|283|283|283|283|283|283|283|283|283,27,0,22,0,0,0,0,0,0,0,0,0,newshr.shp
302,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,60,1,201|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6,0,13,0,0,201,50,0,0,0,25,0,newshi.shp
303,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,60,1,203|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6,0,13,0,0,203,50,0,0,0,25,0,newshi.shp
304,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,60,1,237|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6,0,13,0,0,237,50,0,0,0,50,0,newshi.shp
305,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,60,1,239|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6,0,13,0,0,239,50,0,0,0,50,0,newshi.shp
306,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,60,1,241|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6,0,13,0,0,241,50,0,0,0,75,0,newshi.shp
307,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,60,1,243|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6,0,13,0,0,243,50,0,0,0,100,0,newshi.shp
308,1,151|0|0,8|0|0,0,0,0,0,0,0,130,-13,125,0,60,1,278|0|268|268|270|270|270|272|272|270|270|270|0|0|0|0|0|0|0|0,6,0,13,0,0,3,50,-12,0,0,150,0,newshi.shp
309,20,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,40,1,77|77|77|77|81|81|85|85|81|81|77|77|77|77|77|77|77|77|77|77,25,1,23,0,0,0,0,0,0,0,75,0,newshs.shp
310,20,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,40,1,79|79|79|79|83|83|87|87|83|83|79|79|79|79|79|79|79|79|79|79,25,1,23,0,0,0,0,0,0,0,0,0,newshs.shp
311,20,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,40,1,39|39|39|39|43|43|47|47|43|43|39|39|39|39|39|39|39|39|39|39,25,1,23,0,0,0,0,0,0,0,0,0,newshs.shp
312,20,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,40,1,41|41|41|41|45|45|49|49|45|45|41|41|41|41|41|41|41|41|41|41,25,1,23,0,0,0,0,0,0,0,0,0,newshs.shp
313,20,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,30,1,191|191|191|191|195|195|199|199|195|195|191|191|191|191|191|191|191|191|191|191,25,1,20,0,0,0,0,0,0,0,50,0,newshp.shp
314,20,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,30,1,193|193|193|193|197|197|201|201|197|197|193|193|193|193|193|193|193|193|193|193,25,1,20,0,0,0,0,0,0,0,0,0,newshp.shp
315,20,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,30,1,153|153|153|153|157|157|161|161|157|157|153|153|153|153|153|153|153|153|153|153,25,1,20,0,0,0,0,0,0,0,0,0,newshp.shp
316,20,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,30,1,155|155|155|155|159|159|163|163|159|159|155|155|155|155|155|155|155|155|155|155,25,1,20,0,0,0,0,0,0,0,0,0,newshp.shp
317,1,0|0|0,0|0|0,0,2,0,0,0,0,130,-13,125,0,3,0,95|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
318,1,0|0|0,0|0|0,0,4,0,0,0,0,130,-13,125,0,3,0,95|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
319,1,0|0|0,0|0|0,0,3,0,0,0,0,130,-13,125,0,1,0,114|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
320,1,0|0|0,0|0|0,0,5,0,0,0,0,130,-13,125,0,1,0,114|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
321,1,0|0|0,0|0|0,0,4,0,0,0,0,130,-13,125,0,2,0,133|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
322,1,0|0|0,0|0|0,0,6,0,0,0,0,130,-13,125,0,2,0,133|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
323,1,0|0|0,0|0|0,0,3,0,0,0,0,130,-13,125,0,3,0,152|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
324,1,0|0|0,0|0|0,0,5,0,0,0,0,130,-13,125,0,3,0,152|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0,8,0,0,0,0,0,0,0,0,0,newshd.shp
325,8,145|0|0,28|0|0,0,0,0,0,0,0,130,-13,125,0,10,1,277|277|277|125|125|277|277|11|0|0|0|0|0|0|0|0|0|0|0|0,25,2,23,0,0,0,0,0,0,0,20,0,newshs.shp
326,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,13|0|0|125|125|277|277|11|0|0|0|0|0|0|0|0|0|0|0|0,25,0,23,0,0,17,-1,0,0,0,50,0,newshs.shp
327,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,15|0|0|125|125|277|277|11|0|0|0|0|0|0|0|0|0|0|0|0,25,0,23,0,0,55,-1,0,0,0,0,0,newshs.shp
328,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,89|0|0|125|125|277|277|11|0|0|0|0|0|0|0|0|0|0|0|0,25,0,23,0,0,0,0,0,0,0,0,0,newshs.shp
329,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,91|0|0|125|125|277|277|11|0|0|0|0|0|0|0|0|0|0|0|0,25,0,23,0,0,0,0,0,0,0,0,0,newshs.shp
330,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,51|0|0|125|125|277|277|11|0|0|0|0|0|0|0|0|0|0|0|0,25,0,23,0,0,0,0,0,0,0,0,0,newshs.shp
331,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,53|0|0|125|125|277|277|11|0|0|0|0|0|0|0|0|0|0|0|0,25,0,23,0,0,0,0,0,0,0,0,0,newshs.shp
332,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,40,1,9|0|0|125|125|277|277|11|0|0|0|0|0|0|0|0|0|0|0|0,25,0,20,0,0,47,-1,0,0,0,75,0,newshp.shp
333,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,40,1,11|0|0|125|125|277|277|11|0|0|0|0|0|0|0|0|0|0|0|0,25,0,20,0,0,49,-1,0,0,0,0,0,newshp.shp
334,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,40,1,39|0|0|125|125|277|277|11|0|0|0|0|0|0|0|0|0|0|0|0,25,0,20,0,0,0,0,0,0,0,0,0,newshp.shp
335,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,40,1,41|0|0|125|125|277|277|11|0|0|0|0|0|0|0|0|0|0|0|0,25,0,20,0,0,0,0,0,0,0,0,0,newshp.shp
336,20,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,40,1,1|1|5|5|81|81|77|77|43|43|43|43|43|43|77|77|81|81|5|5,25,1,20,0,0,0,0,0,0,0,0,0,newshp.shp
337,20,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,40,1,3|3|7|7|83|83|79|79|45|45|45|45|45|45|79|79|83|83|7|7,25,1,20,0,0,0,0,0,0,0,0,0,newshp.shp
338,12,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,115|115|115|117|117|117|119|119|119|117|117|117|0|0|0|0|0|0|0|0,25,1,20,0,0,121,-1,0,0,0,100,0,newshp.shp
339,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,267|0|0|125|125|277|277|11|0|0|0|0|0|0|0|0|0|0|0|0,25,0,20,0,0,0,0,0,0,0,0,0,newshp.shp
340,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,269|0|0|125|125|277|277|11|0|0|0|0|0|0|0|0|0|0|0|0,25,0,20,0,0,0,0,0,0,0,0,0,newshp.shp
341,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,229|0|0|125|125|277|277|11|0|0|0|0|0|0|0|0|0|0|0|0,25,0,20,0,0,0,0,0,0,0,0,0,newshp.shp
342,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,231|0|0|125|125|277|277|11|0|0|0|0|0|0|0|0|0|0|0|0,25,0,20,0,0,0,0,0,0,0,0,0,newshp.shp
343,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,165|0|0|125|125|277|277|11|0|0|0|0|0|0|0|0|0|0|0|0,25,0,20,0,0,169,-1,0,0,0,75,0,newshp.shp
344,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,167|0|0|125|125|277|277|11|0|0|0|0|0|0|0|0|0|0|0|0,25,0,20,0,0,207,-1,0,0,0,0,0,newshp.shp
345,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,241|0|0|125|125|277|277|11|0|0|0|0|0|0|0|0|0|0|0|0,25,0,20,0,0,0,0,0,0,0,0,0,newshp.shp
346,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,243|0|0|125|125|277|277|11|0|0|0|0|0|0|0|0|0|0|0|0,25,0,20,0,0,0,0,0,0,0,0,0,newshp.shp
347,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,203|0|0|125|125|277|277|11|0|0|0|0|0|0|0|0|0|0|0|0,25,0,20,0,0,0,0,0,0,0,0,0,newshp.shp
348,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,30,1,205|0|0|125|125|277|277|11|0|0|0|0|0|0|0|0|0|0|0|0,25,0,20,0,0,0,0,0,0,0,0,0,newshp.shp
349,2,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,70,1,3|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36,1,13,0,0,11,20,0,0,0,50,0,newshi.shp
350,2,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,70,1,5|55|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36,1,13,0,0,13,20,0,0,0,50,0,newshi.shp
351,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,70,1,39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36,0,13,0,0,47,20,0,0,0,50,0,newshi.shp
352,2,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,70,1,41|93|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36,1,13,0,0,49,20,0,0,0,50,0,newshi.shp
353,2,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,70,1,43|131|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36,1,13,0,0,51,20,0,0,0,50,0,newshi.shp
354,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,70,1,45|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36,0,13,0,0,53,20,0,0,0,50,0,newshi.shp
355,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,70,1,77|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36,0,13,0,0,85,20,0,0,0,50,0,newshi.shp
356,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,70,1,79|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36,0,13,0,0,87,20,0,30,511,50,0,newshi.shp
357,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,70,1,81|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36,0,13,0,0,89,20,0,30,511,50,0,newshi.shp
358,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,70,1,83|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36,0,13,0,0,91,20,0,0,0,50,0,newshi.shp
359,1,0|9|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,70,1,115|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36,0,13,0,0,123,20,0,30,511,50,0,newshi.shp
360,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,70,1,117|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36,0,13,0,0,125,20,0,0,0,50,0,newshi.shp
361,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,70,1,119|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36,0,13,0,0,127,20,0,0,0,50,0,newshi.shp
362,1,0|9|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,70,1,121|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36,0,13,0,0,129,20,0,30,511,50,0,newshi.shp
363,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,70,1,154|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36,0,13,0,0,162,20,0,0,0,50,0,newshi.shp
364,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,70,1,156|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36,0,13,0,0,164,20,0,0,0,50,0,newshi.shp
365,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,70,1,158|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36,0,13,0,0,166,20,0,0,0,50,0,newshi.shp
366,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36,0,18,0,0,3,-1,0,0,0,1000,0,newshn.shp
367,1,0|0|0,0|0|0,0,0,0,0,0,0,130,-13,125,0,254,1,5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36,0,18,0,0,5,-1,0,0,0,0,0,newshn.shp
