id,drain,shotRepeat,multi,weaponAnimation,max,tx,ty,aim,attack,del,sx,sy,bx,by,sg,acceleration,accelerationX,circleSize,sound,trail,shipBlastFilter
185,0,8,4,0,4,0,0,0,251|251|251|251|58|105|110|116,255|255|255|255|59|255|43|0,0|0|0|0|32|32|109|101,3|3|3|3|49|111|102|115,-6|6|-6|6|97|115|104|50,-7|-7|7|7|109|101|103|97,596|597|615|616|30496|29295|15204|36,1,0,0,10,255,208
186,0,8,6,0,6,0,0,0,251|251|251|251|251|251|44|48,255|255|255|255|255|255|32|111,0|0|0|0|-1|1|59|-1,3|3|3|3|2|2|32|32,-6|6|-6|6|-14|14|97|114,-7|-7|7|7|0|0|46|51,596|597|615|616|65|65|28535|25714,1,0,0,10,255,208
187,0,8,8,0,8,0,0,0,251|251|251|251|251|251|251|251,255|255|255|255|255|255|255|255,0|0|0|0|0|0|0|0,3|3|3|3|3|3|3|3,-18|-6|-18|-6|6|18|6|18,-7|-7|7|7|-7|-7|7|7,596|597|615|616|596|597|615|616,1,0,0,10,255,208
188,0,0,1,0,3,0,0,0,1|0|0|0|0|32|32|109,255|255|255|101|120|58|61|112,101|101|101|109|111|117|115|101,14|14|14|112|121|59|0|0,0|0|0|-1|26|0|0|0,4|4|4|32|80|76|65|89,289|293|293|8276|29251|24933|26996|28271,0,0,0,6,255,112
189,0,0,1,0,3,0,0,0,1|1|0|112|58|61|32|49,255|255|255|32|50|32|100|111,101|101|101|0|0|32|32|32,14|14|14|32|115|104|111|116,0|0|0|101|97|116|91|116,4|4|4|93|62|48|32|116,289|289|293|0|8192|8224|8224|8224,0,0,0,6,255,112
190,0,0,1,0,1,0,0,0,1|109|112|93|41|44|9|0,255|0|0|32|32|32|32|101,101|115|101|32|60|0|0|0,14|32|32|32|32|32|32|32,0|110|105|116|112|108|97|121,4|114|115|104|111|116|40|112,286|28005|23411|25972|28781|11357|25972|28781,0,0,0,6,255,112
191,0,0,1,0,4,0,0,0,1|2|1|0|44|139|76|0,255|255|255|255|32|32|32|32,101|101|101|101|32|119|101|97,14|14|14|14|111|114|116|94,0|0|0|0|101|109|115|91,4|4|4|4|93|93|46|111,286|287|286|288|26222|26473|29787|28005,0,0,0,6,255,112
192,0,0,1,0,2,0,0,0,1|2|93|44|49|41|59|139,255|255|0|0|0|175|35|0,101|101|0|105|102|32|111|112,14|14|111|110|115|94|91|112,0|0|101|109|115|91|52|93,4|4|119|112|111|114|116|62,286|287|28261|27|0|8192|8224|26912,0,0,0,6,255,112
193,0,0,2,0,8,0,0,0,2|2|1|1|0|0|1|1,255|255|255|255|255|255|255|255,101|101|101|101|101|101|101|101,14|14|14|14|14|14|14|14,-6|6|-6|6|-6|6|-6|6,4|4|4|4|4|4|4|4,287|287|286|286|288|288|286|286,0,0,0,6,255,112
194,0,0,1,0,4,0,0,0,2|4|2|0|94|91|112|105,255|255|255|255|91|52|93|93,101|101|101|101|114|116|44|51,14|14|14|14|105|111|110|49,0|0|0|0|116|105|111|110,4|4|4|4|36|0|0|0,290|291|290|292|8224|8224|8224|8224,0,0,0,6,255,112
195,0,0,3,0,6,0,0,0,1|1|1|2|0|0|51|0,255|255|255|255|255|255|32|32,101|101|101|101|101|101|32|32,14|14|14|14|14|14|32|32,0|-10|10|0|-10|10|110|115,4|4|4|4|4|4|109|115,286|289|289|287|293|293|15145|0,0,0,0,6,255,112
196,0,0,3,0,6,0,0,0,0|2|2|1|1|1|112|105,255|255|255|255|255|255|93|93,101|101|101|101|101|101|32|116,14|14|14|14|14|14|103|105,0|-10|10|0|-10|10|0|32,4|4|4|4|4|4|116|105,293|287|287|289|286|286|0|8192,0,0,0,6,255,112
197,0,0,3,0,6,0,0,0,2|1|1|4|0|0|105|102,255|255|255|255|255|255|110|50,101|101|101|101|101|101|104|101,14|14|14|14|14|14|111|110,0|-10|10|0|-10|10|59|-1,4|4|4|4|4|4|32|32,290|289|289|291|293|293|26469|28265,0,0,0,6,255,112
198,0,0,3,0,6,0,0,0,2|2|2|4|1|1|53|59,255|255|255|255|255|255|110|50,101|101|101|101|101|101|59|-1,14|14|14|14|14|14|32|32,0|-10|10|0|-10|10|0|0,4|4|4|4|4|4|0|0,290|287|287|291|286|286|28763|29801,0,0,0,6,255,112
199,0,9,3,0,3,0,0,0,4|2|1|110|27|0|0|0,255|255|255|32|32|105|102|32,120|120|120|116|114|101|112|101,8|8|8|52|93|62|48|32,0|0|0|110|25|0|0|0,-14|0|14|32|32|32|32|32,97|116|135|29807|25970|25968|29793|13403,1,0,0,14,255,160
200,0,8,4,0,4,0,0,0,4|2|2|1|0|32|32|32,255|255|255|255|105|110|105|116,120|120|120|120|101|114|115|104,9|9|8|8|112|116|105|111,0|0|0|0|112|105|116|101,-14|0|0|14|93|93|46|119,97|116|116|135|29808|28521|12910|11352,1,0,0,14,255,160
201,0,8,5,0,5,0,0,0,4|2|2|2|1|32|32|32,255|255|255|255|255|32|32|32,120|120|120|120|120|109|111|117,9|9|8|7|7|111|117|115,0|0|0|0|0|0|0|0,-14|0|0|0|14|32|32|32,97|116|116|116|135|8224|8224|28448,1,0,0,14,255,160
202,0,7,6,0,6,0,0,0,4|2|2|2|2|1|117|109,255|255|255|255|255|255|0|0,120|120|120|120|120|120|0|-1,9|9|8|7|6|6|42|32,0|0|0|0|0|0|32|83,-14|0|0|0|0|14|97|103,97|116|116|116|116|135|8224|29537,1,0,0,14,255,160
203,0,7,8,0,8,0,0,0,4|2|2|2|2|2|2|1,255|255|255|255|255|255|255|255,120|120|120|120|120|120|120|120,9|9|8|7|6|5|4|4,0|0|0|0|0|0|0|0,-14|0|0|0|0|0|0|14,97|116|116|116|116|116|116|135,1,0,0,14,255,160
204,0,7,8,0,8,0,0,0,4|2|2|1|4|2|2|1,255|255|255|255|255|255|255|255,-1|-1|-1|-1|1|1|1|1,14|14|13|13|14|14|13|13,0|0|0|0|0|0|0|0,-14|0|0|14|-14|0|0|14,97|116|116|135|97|116|116|135,1,0,0,14,255,160
205,0,7,8,0,8,0,0,0,4|2|1|4|2|1|4|2,255|255|255|255|255|255|255|255,-3|-3|-3|3|3|3|0|0,14|14|14|14|14|14|14|14,0|0|0|0|0|0|0|0,-14|0|14|-14|0|14|-18|-4,97|116|135|97|116|135|97|135,1,0,0,14,255,160
206,0,6,8,0,8,0,0,0,4|2|1|4|2|1|12|4,255|255|255|255|255|255|255|255,-3|-3|-3|3|3|3|0|0,14|14|14|14|14|14|14|14,0|0|0|0|0|0|0|0,-14|0|14|-14|0|14|-18|-4,97|116|135|97|116|135|101|139,1,0,0,14,255,160
207,0,6,8,0,8,0,0,0,4|2|4|2|12|4|4|2,255|255|255|255|255|255|255|255,-3|-3|3|3|0|0|0|0,14|14|14|14|14|14|13|13,0|0|0|0|0|0|0|0,0|14|0|14|-18|-4|-4|10,97|135|101|139|101|120|120|139,1,0,0,14,255,160
208,0,7,8,0,8,0,0,0,12|4|4|4|4|4|4|2,255|255|255|255|255|255|255|255,120|120|120|120|120|120|120|120,9|9|8|7|6|5|4|4,0|0|0|0|0|0|0|0,-14|0|0|0|0|0|0|14,101|120|120|120|120|120|120|139,1,0,0,14,255,160
209,0,7,8,0,8,0,0,0,12|4|4|2|12|4|4|2,255|255|255|255|255|255|255|255,-1|-1|-1|-1|1|1|1|1,14|14|13|13|14|14|13|13,0|0|0|0|0|0|0|0,-14|0|0|14|-14|0|0|14,101|120|120|139|101|120|120|139,1,0,0,14,255,160
210,0,4,1,0,1,0,0,0,3|98|32|97|120|44|99|120,255|0|0|0|0|32|32|32,0|32|32|99|109|112|32|97,10|44|77|97|120|80|87|101,0|112|111|110|28|0|0|0,0|32|32|32|32|32|32|106,227|17440|24946|28791|24940|25977|29554|28520,1,0,0,5,255,208
211,0,5,1,0,1,0,0,0,5|109|111|118|32|122|44|97,255|255|13|0|0|0|0|32,0|32|32|32|32|112|117|115,11|32|99|120|13|0|0|0,0|32|32|32|32|32|32|112,0|115|104|32|100|105|12|0,214|8192|8224|8224|25632|25445|24864|65400,1,0,0,5,255,208
212,0,4,1,0,1,0,0,0,3|115|104|108|32|97|120|44,98|32|32|32|32|123|65|88,0|65|88|42|52|48|125|-45,10|0|0|0|0|32|32|32,0|32|32|109|111|118|32|99,0|44|97|120|14|0|0|0,227|8224|8224|29472|27752|24864|11384|53042,1,0,0,5,255,208
213,0,4,1,0,1,0,0,0,5|44|99|120|0|0|0|0,98|175|34|0|0|0|0|32,0|32|32|32|32|97|100|100,11|97|120|44|79|70|70|83,0|84|32|80|108|97|121|101,0|83|104|111|116|68|97|116,214|15|0|8192|8224|8224|27936|30319,1,0,0,5,255,208
214,0,5,2,0,2,0,0,0,3|3|32|32|32|32|32|109,98|98|32|99|120|44|100|115,0|0|115|105|43|48|93|32,10|10|32|123|67|88|58|83,-6|6|116|88|32|32|68|88,0|0|104|111|116|89|32|32,227|227|28520|22644|8269|16928|14936|26707,1,0,0,5,255,208
215,0,4,2,0,2,0,0,0,5|3|111|118|32|100|120|44,98|98|58|91|115|105|43|50,0|0|0|0|0|0|0|0,11|10|0|0|0|32|32|32,-2|-2|32|109|111|118|32|97,0|0|100|115|58|91|115|105,214|227|22|0|8192|8224|8224|24864,1,0,4,5,255,208
216,0,4,2,0,2,0,0,0,5|5|0|0|0|32|32|32,98|98|32|109|111|118|32|100,0|0|91|115|105|43|52|93,11|9|120|-117|0|0|0|0,-2|-2|16|0|0|0|0|32,0|0|32|32|32|99|109|112,214|214|12337|44848|18|0|8192|8224,1,0,4,5,255,208
217,0,4,3,0,3,0,0,0,5|5|3|0|0|32|32|32,98|98|98|97|100|100|32|99,0|0|0|120|12|0|0|0,9|7|5|32|64|78|111|88,-2|-2|-2|101|58|-121|0|0,0|0|0|-14|23|0|0|0,214|214|227|27936|30319|25120|11384|29540,1,0,5,5,255,208
218,0,4,4,0,4,0,0,0,5|3|3|3|100|100|32|98,98|98|98|98|58|91|115|105,0|0|-4|4|22|0|0|0,8|6|8|8|32|32|32|109,-2|-2|-2|-2|115|58|91|115,0|0|0|0|44|98|120|-1,214|227|227|227|8224|24864|25700|25632,1,0,4,5,255,208
219,0,4,4,0,4,0,0,0,5|3|5|5|120|44|49|48,98|98|98|98|0|0|0|32,0|0|-4|4|32|106|108|101,8|6|8|8|89|84|114|97,-2|-2|-2|-2|0|0|0|32,0|0|0|0|32|115|117|98,214|227|214|214|21|0|8192|8224,1,0,1,5,255,208
220,0,4,4,0,4,0,0,0,5|3|5|5|0|0|0|32,98|98|98|98|111|89|84|114,0|0|-4|4|0|0|0|0,1|-1|0|0|0|0|0|32,-2|-2|-2|-2|32|99|109|112,0|0|0|0|101|32|112|116,214|227|214|214|12587|23858|12332|23,1,0,4,5,255,208
221,0,1,1,0,2,0,0,0,1|1|114|99|108|101|77|111,98|98|0|0|0|0|0|8,0|0|0|0|0|40|42|105,20|20|40|115|104|111|116|100,-4|4|120|44|115|104|111|116,0|0|114|120|41|59|56|0,67|67|26217|24864|29538|29480|28520|25716,-1,0,0,20,255,112
222,0,1,1,0,4,0,0,0,1|1|1|1|101|110|32|115,98|98|98|98|105|114|120|58,-1|0|1|0|111|116|100|105,20|20|20|20|27|0|0|0,-6|0|6|0|99|40|116|101,0|0|0|0|111|116|88|44,67|67|67|67|15145|10538|23|0,-1,0,0,20,255,112
223,0,1,1,0,4,0,0,0,1|1|1|1|43|49|51|93,98|98|98|98|0|32|32|32,-2|0|2|0|100|100|32|100,20|20|20|20|58|91|115|105,-6|0|6|0|23|0|0|0,0|0|0|0|32|32|32|109,67|67|67|67|11113|13105|11357|26980,-1,0,0,20,255,112
224,0,1,1,0,6,0,0,0,1|1|1|1|1|1|0|0,98|98|98|98|98|98|0|32,-1|0|0|1|0|0|109|112,20|20|20|20|20|20|17|0,-6|-2|2|6|2|-2|32|32,0|0|0|0|0|0|78|111,67|67|67|67|67|67|8224|28192,-1,0,0,20,255,112
225,0,1,1,0,8,0,0,0,1|1|1|1|1|1|1|1,98|98|98|98|98|98|98|98,-2|-1|0|1|2|1|0|-1,20|20|20|20|20|20|20|20,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,67|67|67|67|67|67|67|67,-1,0,0,20,255,112
226,0,1,1,0,8,0,0,0,1|1|1|1|1|1|1|1,98|98|98|98|98|98|98|98,-2|-1|0|1|2|1|0|-1,20|20|20|20|20|20|20|20,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,67|67|67|67|67|67|67|67,-1,0,0,20,255,112
227,0,2,1,0,4,0,0,0,2|2|2|2|0|32|105|102,98|98|98|98|40|115|104|111,-1|0|1|0|121|41|61|115,20|20|20|20|105|114|115|105,-6|0|6|0|116|104|101|110,0|0|0|0|116|100|105|114,70|70|70|70|26980|31090|65339|26,-1,0,0,20,255,112
228,0,2,1,0,6,0,0,0,2|2|2|2|2|2|100|101,98|98|98|98|98|98|23|0,-1|0|0|1|0|0|32|32,20|20|20|20|20|20|105|44,-6|-2|2|6|2|-2|43|49,0|0|0|0|0|0|0|32,70|70|70|70|70|70|29540|23354,-1,0,0,20,255,112
229,0,2,1,0,8,0,0,0,2|2|2|2|2|2|2|2,98|98|98|98|98|98|98|98,-2|-1|0|1|2|1|0|-1,20|20|20|20|20|20|20|20,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,-1,0,0,20,255,112
230,0,1,1,0,8,0,0,0,2|2|2|2|2|2|2|2,98|98|98|98|98|98|98|98,-2|-1|0|1|2|1|0|-1,20|20|20|20|20|20|20|20,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,-1,0,0,20,255,112
231,0,0,1,0,8,0,0,0,2|2|2|2|2|2|2|2,98|98|98|98|98|98|98|98,-2|-1|0|1|2|1|0|-1,20|20|20|20|20|20|20|20,-8|-4|0|4|8|4|0|-4,0|0|0|0|0|0|0|0,70|70|70|70|70|70|70|70,-1,0,0,20,255,112
232,0,5,3,2,3,0,0,0,1|1|1|40|42|68|111|117,255|255|255|32|83|112|101|101,0|0|0|105|114|99|108|101,22|22|22|111|116|115|32|45,0|0|0|100|32|97|32|115,-22|-8|6|110|100|32|99|111,191|191|191|25185|30319|8293|28524|28783,0,0,0,15,255,128
233,0,5,4,2,4,0,0,0,1|1|1|1|105|114|99|108,255|255|255|255|101|58|0|0,0|0|0|0|22|0|0|0,22|22|22|22|32|32|32|109,0|0|0|0|101|109|112|115,-22|-8|6|20|44|99|120|-1,191|191|191|191|8224|27936|30319|29728,0,0,0,15,255,128
234,0,5,6,2,6,0,0,0,1|1|1|1|1|2|32|109,255|255|255|255|255|255|91|115,0|0|0|0|0|0|120|-1,22|22|22|22|22|-12|32|32,0|0|0|0|0|0|32|100,-22|-8|6|20|34|0|50|93,191|191|191|191|191|191|0|8192,0,0,0,15,255,128
235,0,5,7,2,7,0,0,0,1|1|1|1|1|2|2|32,255|255|255|255|255|255|255|108,0|0|0|0|0|0|0|116,22|22|22|22|22|-12|-12|0,0|0|0|0|0|0|0|32,-22|-8|6|20|34|0|-14|44,191|191|191|191|191|191|191|27168,0,0,0,15,255,128
236,0,5,6,2,6,0,0,0,1|1|1|1|2|2|0|0,255|255|255|255|101|101|32|99,0|0|0|0|-10|10|48|-1,22|22|22|22|10|10|32|32,0|0|0|0|0|0|32|64,-22|-8|6|20|0|0|83|104,191|191|191|191|194|196|8192|8224,0,0,0,15,255,128
237,0,5,8,2,8,0,0,0,1|1|1|1|2|2|2|2,255|255|255|255|101|101|101|101,0|0|0|0|-10|10|-10|10,22|22|22|22|10|10|10|10,0|0|0|0|0|0|12|-12,-22|-8|6|20|0|0|14|14,191|191|191|191|194|196|194|196,0,0,0,15,255,128
238,0,5,6,2,6,0,0,0,3|1|1|1|2|2|115|105,103|103|103|103|101|101|0|0,0|0|0|0|-10|10|32|97,22|22|22|22|10|10|98|120,0|0|0|0|0|0|-64|8,-22|-8|6|20|0|0|-81|32,210|229|248|267|194|196|12606|13106,0,0,0,15,255,128
239,0,5,8,2,8,0,0,0,3|1|1|1|2|2|2|2,103|103|103|103|101|101|101|101,0|0|0|0|-10|10|-10|10,22|22|22|22|10|10|10|10,0|0|0|0|0|0|12|-12,-22|-8|6|20|0|0|14|14,210|229|248|267|194|196|194|196,0,0,0,15,255,128
240,0,5,8,2,8,0,0,0,3|1|1|1|2|2|2|2,103|103|103|103|101|101|101|101,0|0|0|0|-7|7|-7|7,22|22|22|22|10|10|10|10,0|0|0|0|0|0|12|-12,-22|-8|6|20|0|0|14|14,210|229|248|267|194|196|194|196,0,0,0,15,255,128
241,0,2,4,2,8,0,0,0,3|1|1|1|3|1|1|1,103|103|103|103|103|103|103|103,0|0|0|0|0|0|0|0,22|22|22|22|22|22|22|22,-8|-8|-8|-8|8|8|8|8,-22|-8|6|20|-22|-8|6|20,210|229|248|267|210|229|248|267,0,0,0,15,255,128
242,0,1,8,2,8,0,0,0,1|1|1|1|1|1|1|1,103|103|103|103|103|103|103|103,0|0|0|0|0|0|0|0,22|22|22|22|22|22|22|22,-8|-8|-8|-8|8|8|8|8,-22|-8|6|20|-22|-8|6|20,210|229|248|267|210|229|248|267,0,0,0,15,255,128
243,0,2,1,9,6,0,0,0,2|2|2|2|2|2|101|110,10|10|10|10|10|10|0|32,-10|10|-10|10|-12|12|0|0,4|-4|-4|4|0|0|0|32,0|0|0|0|0|0|32|111,0|0|0|0|0|0|0|32,172|172|172|172|172|172|14956|25149,0,0,0,0,255,112
244,0,2,1,9,8,0,0,0,2|2|2|2|2|2|2|2,10|10|10|10|10|10|10|10,-9|9|-9|9|-10|10|-10|10,6|-6|-6|6|-3|3|3|-3,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,172|172|172|172|172|172|172|172,0,0,0,0,255,112
245,0,1,1,9,6,0,0,0,2|2|2|2|2|2|32|32,10|10|10|10|10|10|58|61,-10|10|-10|10|-12|12|5|0,4|-4|-4|4|0|0|100|59,0|0|0|0|0|0|5|0,0|0|0|0|0|0|100|59,172|172|172|172|172|172|11|0,0,0,0,0,255,112
246,0,1,1,9,8,0,0,0,2|2|2|2|2|2|2|2,10|10|10|10|10|10|10|10,-9|9|-9|9|-10|10|-10|10,6|-6|-6|6|-3|3|3|-3,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,172|172|172|172|172|172|172|172,0,0,0,0,255,112
247,0,2,2,9,6,0,0,0,2|2|2|2|2|2|32|116,10|10|10|10|10|10|97|121,-10|10|-10|10|-12|12|110|117,4|-4|-4|4|0|0|41|32,0|0|0|0|0|0|108|97,0|0|0|0|0|0|101|110,172|172|172|172|172|172|0|0,0,0,0,0,255,112
248,0,2,2,9,8,0,0,0,2|2|2|2|2|2|2|2,10|10|10|10|10|10|10|10,-9|9|-9|9|-10|10|-10|10,6|-6|-6|6|-3|3|3|-3,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,172|172|172|172|172|172|172|172,0,0,0,0,255,112
249,0,1,2,9,6,0,0,0,2|2|2|2|2|2|105|101,10|10|10|10|10|10|0|98,-10|10|-10|10|-12|12|0|0,4|-4|-4|4|0|0|97|50,0|0|0|0|0|0|114|40,0|0|0|0|0|0|52|44,172|172|172|172|172|172|8248|13361,0,0,0,0,255,112
250,0,1,2,9,8,0,0,0,2|2|2|2|2|2|2|2,10|10|10|10|10|10|10|10,-9|9|-9|9|-10|10|-10|10,6|-6|-6|6|-3|3|3|-3,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,172|172|172|172|172|172|172|172,0,0,0,0,255,112
251,0,2,4,9,8,0,0,0,2|2|2|2|2|2|2|2,10|10|10|10|10|10|10|10,-9|9|-9|9|-10|10|-10|10,6|-6|-6|6|-3|3|3|-3,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,172|172|172|172|172|172|172|172,0,0,0,0,255,112
252,0,3,6,9,6,0,0,0,2|2|2|2|2|2|55|50,10|10|10|10|10|10|116|112,-10|10|-10|10|-12|12|59|97,4|-4|-4|4|0|0|32|32,0|0|0|0|0|0|50|58,0|0|0|0|0|0|97|115,172|172|172|172|172|172|0|8192,0,0,0,0,255,112
253,0,2,8,9,8,0,0,0,2|2|2|2|2|2|2|2,10|10|10|10|10|10|10|10,-9|9|-9|9|-10|10|-10|10,6|-6|-6|6|-3|3|3|-3,0|0|0|0|0|0|0|0,0|0|0|0|0|0|0|0,172|172|172|172|172|172|172|172,0,0,0,0,255,112
254,0,4,1,0,2,0,0,0,1|1|102|105|108|108|99|104,255|255|40|115|104|111|116|114,-10|10|101|97|116|44|115|105,0|0|111|102|40|115|104|111,0|0|101|112|101|97|116|41,0|0|41|59|49|0|0|0,39|1|26982|27756|26723|29281|29480|28520,0,0,0,25,255,112
255,0,6,2,0,2,0,0,0,1|1|104|111|116|109|117|108,255|255|112|111|115|41|44|48,-10|10|0|0|0|0|0|32,0|0|0|0|0|32|32|32,0|0|116|117|112|115|116|97,0|0|59|49|4|0|0|0,39|1|8251|0|0|8192|32|0,0,0,0,25,255,112
256,0,6,2,0,2,0,0,0,2|2|67|79|77|77|65|78,255|255|32|42|42|42|42|42,-10|10|15|0|0|0|0|112,0|0|99|101|100|117|114|101,0|0|65|73|78|59|5|0,0|0|0|108|97|98|101|108,40|2|8192|8224|28526|29284|30561|25644,0,0,0,25,255,112
257,0,6,5,0,5,0,0,0,1|1|1|1|1|32|100|114,255|255|255|255|255|121|101|114,-9|9|9|-9|0|111|111|112,2|2|-2|-2|-10|112|108|97,-2|2|2|-2|0|111|116|115,0|0|0|0|0|114|97|119,281|282|301|300|77|28524|28783|28261,0,0,0,25,255,112
258,0,6,2,0,2,0,0,0,3|3|109|121|104|105|116|108,255|255|112|44|99|104|101|99,-10|10|110|101|109|121|104|105,0|0|116|111|112|44|51|0,0|0|0|32|32|32|99|104,0|0|107|103|114|111|117|110,41|3|31085|26984|27764|28527|11376|26723,0,0,0,25,255,112
259,0,6,3,0,3,0,0,0,3|3|1|111|112|44|39|0,255|255|255|32|32|32|100|114,-10|10|0|110|101|109|121|115,0|0|-10|108|111|111|112|44,0|0|0|119|101|110|101|109,0|0|0|111|116|115|116|111,41|3|77|8192|8224|29284|30561|30821,0,0,0,25,255,112
260,0,6,4,0,4,0,0,0,2|2|2|2|111|115|105|111,255|255|255|255|112|44|20|0,-9|9|9|-9|32|32|101|110,2|2|-2|-2|109|121|115|104,-2|2|2|-2|97|119|44|110,0|0|0|0|0|32|32|32,277|278|297|296|27749|29484|24948|29810,0,0,0,25,255,112
261,0,6,6,0,6,0,0,0,2|2|2|2|1|1|26|0,255|255|255|255|255|255|112|114,-9|9|9|-9|-10|10|110|101,2|2|-2|-2|0|0|101|97,-2|2|2|-2|0|0|114|0,0|0|0|0|0|0|112|114,277|278|297|296|39|1|29284|30561,0,0,0,25,255,112
262,0,6,6,0,6,0,0,0,2|2|2|2|3|3|44|101,255|255|255|255|255|255|111|116,-9|9|9|-9|-10|10|100|44,2|2|-2|-2|0|0|101|108,-2|2|2|-2|0|0|108|108,0|0|0|0|0|0|97|99,277|278|297|296|41|3|11383|28229,0,0,0,25,255,112
263,0,6,6,0,6,0,0,0,2|2|2|2|4|4|115|107,255|255|255|255|255|255|103|114,-9|9|9|-9|-10|10|115|107,2|2|-2|-2|0|0|103|114,-2|2|2|-2|0|0|64|0,0|0|0|0|0|0|78|111,277|278|297|296|203|222|26977|11372,0,0,0,25,255,112
264,0,6,6,0,6,0,0,0,2|2|2|2|5|5|100|101,255|255|255|255|255|255|90|105,-9|9|9|-9|-10|10|108|97,2|2|-2|-2|0|0|0|0,-2|2|2|-2|0|0|108|108,0|0|0|0|0|0|110|101,277|278|297|296|43|5|26995|28271,0,0,0,25,255,112
265,0,3,1,0,4,0,0,0,1|1|1|1|111|110|32|100,255|255|255|255|116|105|111|110,-9|9|9|-9|0|0|0|32,2|2|-2|-2|0|118|97|114,-2|2|2|-2|0|32|32|32,0|0|0|0|118|101|108|32,281|282|301|300|24948|10538|53|0,0,0,0,25,255,112
266,0,4,2,0,4,0,0,0,1|1|1|1|91|49|46|46,255|255|255|255|116|77|97|120,-9|9|9|-9|93|32|111|102,2|2|-2|-2|110|116|82|101,-2|2|2|-2|101|59|24|0,0|0|0|0|32|32|76|101,281|282|301|300|24909|8312|8250|28535,0,0,0,25,255,112
267,0,6,4,0,4,0,0,0,1|1|1|1|109|121|70|114,255|255|255|255|110|99|121|32,-9|9|9|-9|114|100|59|116,2|2|-2|-2|0|32|32|32,-2|2|2|-2|108|69|110|101,0|0|0|0|32|97|114|114,281|282|301|300|23856|28448|8294|28535,0,0,0,25,255,112
268,0,6,5,0,5,0,0,0,1|1|1|1|1|112|115|116,255|255|255|255|255|116|114|105,-6|6|6|-6|0|93|59|105,6|6|-6|-6|-10|32|0|0,-4|4|4|-4|0|0|0|0,0|0|0|0|0|42|42|42,163|164|183|182|77|22341|17952|16722,0,0,0,25,255,112
269,0,6,4,0,4,0,0,0,2|2|1|1|0|112|114|111,255|255|255|255|114|101|32|87,-9|9|6|-6|110|86|105|101,2|2|-6|-6|109|101|32|40,-2|2|4|-4|116|115|104|111,0|0|0|0|32|58|32|98,277|278|183|182|0|27648|25185|27749,0,0,0,25,255,112
270,0,6,5,0,5,0,0,0,2|2|1|1|1|116|115|116,255|255|255|255|255|97|119|112,-9|9|6|-6|0|115|104|111,2|2|-6|-6|-10|44|15|0,-2|2|4|-4|0|32|119|101,0|0|0|0|0|116|97|114,277|278|183|182|77|28265|45|0,0,0,0,25,255,112
271,0,6,5,0,5,0,0,0,2|2|2|2|1|52|51|44,255|255|255|255|255|41|59|32,-9|9|6|-6|0|32|49|52,2|2|-6|-6|-10|125|0|0,-2|2|4|-4|0|0|0|0,0|0|0|0|0|102|114|97,277|278|295|294|77|32059|0|0,0,0,0,25,255,112
272,0,6,7,0,7,0,0,0,2|2|2|2|1|1|1|102,255|255|255|255|255|255|255|48,-9|9|6|-6|0|-10|10|105,2|2|-6|-6|-10|0|0|101,-2|2|4|-4|0|0|0|46,0|0|0|0|0|0|0|112,277|278|295|294|77|39|1|35,0,0,0,25,255,112
273,0,6,7,0,7,0,0,0,2|2|2|2|1|2|2|116,255|255|255|255|255|255|255|112,-9|9|6|-6|0|-2|2|0,2|2|-6|-6|-10|-9|-9|32,-2|2|4|-4|0|-4|4|114,0|0|0|0|0|0|0|98,277|278|295|294|77|298|299|8192,0,0,0,25,255,112
274,0,6,8,0,8,0,0,0,2|2|2|2|2|2|1|1,255|255|255|255|255|255|255|255,-9|9|6|-6|-2|2|-10|10,2|2|-6|-6|-9|-9|0|0,-2|2|4|-4|-4|4|0|0,0|0|0|0|0|0|0|0,277|278|295|294|298|299|39|1,0,0,0,25,255,112
275,0,6,8,0,8,0,0,0,2|2|2|2|2|2|2|2,255|255|255|255|255|255|255|255,-9|9|6|-6|-2|2|-10|10,2|2|-6|-6|-9|-9|0|0,-2|2|4|-4|-4|4|0|0,0|0|0|0|0|0|0|0,277|278|295|294|298|299|40|2,0,0,0,25,255,112
276,0,6,2,0,2,0,0,0,1|1|32|32|32|109|111|118,100|100|99|120|44|109|97|120,-13|13|97|114|115|32|0|0,0|0|0|101|24|0|0|0,-2|2|32|32|32|109|111|118,0|0|101|115|44|86|71|65,6|44|28261|25939|29799|0|0|8192,0,0,0,13,255,192
277,0,6,3,0,3,0,0,0,1|1|1|0|0|0|0|32,100|100|98|109|111|118|32|32,-13|13|0|51|50|48|0|0,0|0|13|83|21|0|0|0,-2|2|0|32|32|32|32|109,0|0|0|32|100|115|44|116,6|44|63|0|0|8192|12|0,0,0,0,13,255,192
